time,d_delta_x,d_delta_y,d_delta_z,delta_x,delta_y,delta_z
26.11,0.02903180755506033,-0.00041389340764096116,-0.00568546719937011,-0.018885315765977552,-0.01280169730467802,-0.020475043422612436
26.12,-0.06106627262164685,-0.026899387532089758,0.006704040735653449,-0.01949597849219402,-0.013070691179998917,-0.0204080030152559
26.13,-0.0270085477838745,-0.017395087266536664,0.00442662972420927,-0.019766063970032763,-0.013244642052664284,-0.02036373671801381
26.14,0.005499854395189026,-0.009504056529261187,0.002216368107428833,-0.019711065426080872,-0.013339682617956896,-0.02034157303693952
26.150000000000002,-0.027066548995105993,-0.01605879357323675,0.0035172892789754467,-0.01998173091603193,-0.013500270553689263,-0.020306400144149764
26.16,0.005674817916180047,-0.008612931284376797,0.00136511392157828,-0.01992498273687013,-0.01358639986653303,-0.020292749004933983
26.17,0.03678537101016309,-0.0009957232216335349,-0.000722417653751084,-0.0195571290267685,-0.013596357098749366,-0.020299973181471493
26.18,-0.06782091364128659,-0.018622344068849807,0.007183307384442894,-0.020235338163181366,-0.013782580539437865,-0.020228140107627066
26.19,-0.03272449038354771,-0.01084468741403271,0.0049909535218432555,-0.020562583067016842,-0.013891027413578193,-0.020178230572408633
26.2,0.00074716686755779,-0.004385680695392018,0.002864829615892843,-0.020555111398341264,-0.013934884220532113,-0.020149582276249703
26.21,0.032537173696311365,0.002524682854916402,0.0008035458282466268,-0.02022973966137815,-0.013909637391982949,-0.020141546817967235
26.22,-0.04404107717521533,-0.008742080670843942,0.0035588725020971185,-0.020670150433130304,-0.013997058198691388,-0.020105958092946265
26.23,-0.009729007602276532,-0.0029077930018141726,0.001521294769559367,-0.02076744050915307,-0.014026136128709529,-0.020090745145250673
26.240000000000002,0.02287024089633302,0.003277951613575192,-0.00045312036938052747,-0.02053873810018974,-0.013993356612573777,-0.02009527634894448
26.25,-0.0414263246199625,-0.004918366909244416,-0.0003055180660213111,-0.020953001346389364,-0.01404254028166622,-0.020098331529604694
26.26,-0.0070000078486002065,0.0002806390472609166,-0.0021941384264414776,-0.021023001424875367,-0.014039733891193612,-0.02012027291386911
26.27,0.025665069457049987,0.00605374076930703,-0.0040228025120750965,-0.020766350730304868,-0.013979196483500543,-0.020160500938989863
26.28,0.05359605490207795,0.012195999000088213,-0.005792772700332106,-0.02023039018128409,-0.01385723649349966,-0.020218428665993184
26.29,-0.046051136670011074,-0.0017798690904966205,-0.004437611197459862,-0.0206909015479842,-0.013875035184404626,-0.020262804777967783
26.3,-0.011108599314181782,0.0026652399138112765,-0.006148825645032441,-0.02080198754112602,-0.013848382785266513,-0.020324293034418107
26.310000000000002,0.022018365081542424,0.007643165563994862,-0.0078039056499791815,-0.020581803890310595,-0.013771951129626564,-0.0204023320909179
26.32,-0.05303342002725957,-0.0007048792070777285,-0.004967412337277197,-0.02111213809058319,-0.013778999921697342,-0.020452006214290674
26.330000000000002,-0.01748514225028936,0.0030541040467870553,-0.006607343683288705,-0.021286989513086083,-0.013748458881229471,-0.02051807965112356
26.34,0.016219895293213334,0.0073100556451597375,-0.008192473024966528,-0.02112479056015395,-0.013675358324777873,-0.020600004381373226
26.35,-0.046503021037341746,0.0012681512007360549,-0.006879621092858203,-0.021589820770527367,-0.013662676812770513,-0.02066880059230181
26.36,-0.011090415147438179,0.004646115815063488,-0.008414398523017973,-0.021700724922001747,-0.013616215654619878,-0.02075294457753199
26.37,0.02242934272706361,0.008410732979188942,-0.009896560811397698,-0.02147643149473111,-0.013532108324827988,-0.020851910185645965
26.38,-0.0812306199554109,0.0002701464514437493,-0.0027752330813042916,-0.02228873769428522,-0.01352940686031355,-0.020879662516459008
26.39,-0.043800582641475,0.0027584602270251876,-0.004351155915464623,-0.02272674352069997,-0.013501822258043299,-0.020923174075613653
26.400000000000002,-0.008237747425517701,0.005382634832936932,-0.005872977761950643,-0.022809120994955148,-0.01344799590971393,-0.02098190385323316
26.41,0.02538253919424191,0.008320238165929944,-0.0073418399421801145,-0.02255529560301273,-0.013364793528054631,-0.02105532225265496
26.42,-0.05024901869425907,0.0037853192312343395,-0.002968187008196267,-0.02305778578995532,-0.013326940335742287,-0.021085004122736922
26.43,-0.014201468159684434,0.005693824643273008,-0.004465793255088807,-0.023199800471552165,-0.013270002089309558,-0.02112966205528781
26.44,0.019877149037074354,0.007904422080628411,-0.005910577438895892,-0.02300102898118142,-0.013190957868503274,-0.02118876782967677
26.45,-0.042443567585678785,0.004878693480915245,-0.00515669857744331,-0.02342546465703821,-0.013142170933694122,-0.021240334815451203
26.46,-0.006701899975129891,0.0063201680612739175,-0.006539790433048455,-0.023492483656789506,-0.013078969253081383,-0.021305732719781686
26.47,0.027018920608510986,0.00798895996689276,-0.007872513201393525,-0.023222294450704395,-0.012999079653412456,-0.021384457851795623
26.48,-0.07691104829039122,0.004928291228455738,-0.005837463791683227,-0.023991404933608306,-0.012949796741127898,-0.021442832489712457
26.490000000000002,-0.039202424147485274,0.00530382129190168,-0.0071367798855953984,-0.024383429175083158,-0.01289675852820888,-0.02151420028856841
26.5,-0.0034798264521792577,0.0059543824643846395,-0.008387511914209729,-0.02441822743960495,-0.012837214703565034,-0.021598075407710506
26.51,0.03017187817559029,0.006785886482788512,-0.009590684482817365,-0.024116508657849048,-0.012769355838737149,-0.021693982252538678
26.52,-0.04261491903306301,0.004496872121476127,-0.0055258324352195146,-0.024542657848179678,-0.012724387117522388,-0.02174924057689087
26.53,-0.00658422759777709,0.004484636071225016,-0.006754263989718165,-0.02460850012415745,-0.012679540756810138,-0.021816783216788052
26.54,0.027352956099246664,0.004641305883009577,-0.007935289705796593,-0.024334970563164984,-0.012633127697980043,-0.02189613611384602
26.55,-0.033722046558298635,0.006143229324107664,-0.008311897698899978,-0.024672191028747972,-0.012571695404738965,-0.02197925509083502
26.560000000000002,0.0018920639608764056,0.005630542508443064,-0.00941052068153509,-0.02465327038913921,-0.012515389979654535,-0.02207336029765037
26.57,0.03536399974230199,0.005232198312872163,-0.010464597162268413,-0.02429963039171619,-0.012463067996525813,-0.022178006269273055
26.580000000000002,-0.06811312052203175,0.009774825057429052,-0.007885369939898038,-0.024980761596936508,-0.012365319745951522,-0.022256859968672035
26.59,-0.03048488566724318,0.008345800974422016,-0.008932358093827003,-0.02528561045360894,-0.012281861736207302,-0.022346183549610304
26.6,0.005053391264346743,0.007053592628425063,-0.009935703118046625,-0.025235076540965472,-0.01221132580992305,-0.02244554058079077
26.61,0.03840848041706206,0.0058330430655572085,-0.010896326783798024,-0.02485099173679485,-0.012152995379267478,-0.02255450384862875
26.62,-0.03494503638033582,0.01011776494375475,-0.006951274169779115,-0.025200442100598207,-0.01205181772982993,-0.02262401659032654
26.63,0.0008951867867589974,0.008165139723645156,-0.007944374128945247,-0.025191490232730616,-0.011970166332593478,-0.022703460331615993
26.64,0.03453722419809001,0.006267255590537958,-0.008894560984432073,-0.024846117990749716,-0.0119074937766881,-0.022792405941460314
26.650000000000002,-0.025464526961517145,0.01087222902397865,-0.007019797794843394,-0.025100763260364888,-0.011798771486448313,-0.02286260391940875
26.66,0.009818788462640227,0.008366506734868953,-0.007951093391577783,-0.025002575375738485,-0.011715106419099624,-0.02294211485332453
26.67,0.04285508296818791,0.00588942362005896,-0.00884060627273947,-0.024574024546056606,-0.011656212182899035,-0.023030520916051924
26.68,-0.05765161405556507,0.014339952496258322,-0.0039494525992796944,-0.025150540686612256,-0.011512812657936453,-0.02307001544204472
26.69,-0.02048220779137902,0.010999944472136938,-0.00489467831633747,-0.025355362764526046,-0.011402813213215084,-0.023118962225208095
26.7,0.014499056465335572,0.007695857895455169,-0.005797376579073588,-0.02521037219987269,-0.011325854634260533,-0.02317693599099883
26.71,0.04719200787402189,0.004401349982966412,-0.006658461638073793,-0.02473845212113247,-0.011281841134430868,-0.02324352060737957
26.72,-0.02368591085745929,0.01154219428173097,-0.0022147819624853612,-0.024975311229707062,-0.011166419191613559,-0.023265668427004425
26.73,0.011448962984427588,0.0075909424890624674,-0.0031218251406998493,-0.024860821599862786,-0.011090509766722934,-0.023296886678411424
26.740000000000002,0.04428227536713707,0.0036429373164752477,-0.003986759908644805,-0.024417998846191415,-0.011054080393558182,-0.023336754277497873
26.75,-0.013904421339617626,0.010838166442152172,-0.0012547011666804928,-0.024557043059587592,-0.01094569872913666,-0.023349301289164678
26.76,0.02051689890276244,0.00631657056953458,-0.0021227062705379135,-0.024351874070559967,-0.010882533023441313,-0.023370528351870055
26.77,0.052586284925163505,0.001788535292892468,-0.002949219746597155,-0.02382601122130833,-0.010864647670512389,-0.02340002054933603
26.78,0.043568359879317564,-0.0027592663723406408,-0.0037351453526946604,-0.023390327622515156,-0.010892240334235795,-0.023437372002862975
26.79,-0.010547235375913191,0.010846528770903884,-0.0002989069723618176,-0.02349579997627429,-0.010783775046526755,-0.023440361072586593
26.8,0.023443504295160227,0.005499378225065358,-0.0011039650788149946,-0.023261364933322686,-0.010728781264276102,-0.023451400723374743
26.810000000000002,0.055039387010793354,0.00014255749046164154,-0.0018686921259413528,-0.022710971063214753,-0.010727355689371486,-0.023470087644634156
26.82,-0.015341646275170207,0.010749231193546583,0.0006664879540757285,-0.022864387525966454,-0.01061986337743602,-0.0234634227650934
26.830000000000002,0.01874131559019302,0.0047723420843182665,-9.583130721799171e-05,-0.022676974370064523,-0.010572139956592837,-0.02346438107816558
26.84,0.05041774660047212,-0.001211851419744156,-0.0008186201263489373,-0.0221727969040598,-0.01058425847079028,-0.02347256727942907
26.85,-0.0062694110595492986,0.008937254583967377,0.0005298944979102507,-0.022235491014655294,-0.010494885924950605,-0.023467268334449967
26.86,0.026982920332975446,0.00239701608628946,-0.0001636571234084755,-0.02196566181132554,-0.01047091576408771,-0.02346890490568405
26.87,0.05799179423008003,-0.004148920746823541,-0.0008191136045105005,-0.02138574386902474,-0.010512404971555946,-0.023477096041729154
26.88,-0.03832878719036193,0.01543366162243462,0.003765910258430559,-0.021769031740928358,-0.0103580683553316,-0.02343943693914485
26.89,-0.003255850353369054,0.008081852909504278,0.0030578330818680083,-0.021801590244462047,-0.010277249826236559,-0.02340885860832617
26.900000000000002,0.029433119901936082,0.0007385093371450151,0.0023884779724091046,-0.021507259045442685,-0.010269864732865109,-0.023384973828602076
26.91,0.0541864497342199,-0.006601269645621546,0.0017569820234366804,-0.020965394548100487,-0.010335877429321325,-0.02336740400836771
26.92,-0.009617566403844799,0.00914538676206585,0.003947735050186092,-0.021061570212138937,-0.010244423561700668,-0.02332792665786585
26.93,0.023132429795764277,0.0011572982089707792,0.003323746906145536,-0.020830245914181294,-0.01023285057961096,-0.023294689188804396
26.94,0.05348222868075599,-0.006815578931947126,0.0027367004670061645,-0.020295423627373733,-0.010301006368930431,-0.023267322184134333
26.95,-0.0034034964209901652,0.008235219541210169,0.0033556589346296697,-0.020329458591583634,-0.010218654173518329,-0.023233765594788035
26.96,0.028464967428089627,-0.00033200741590104846,0.002814422498813071,-0.020044808917302738,-0.010221974247677339,-0.023205621369799905
26.97,0.048441089132714485,-0.008872662211909368,0.0023082549582889578,-0.019560398025975593,-0.010310700869796432,-0.023182538820217015
26.98,-0.03474401640986763,0.02092640520150826,-0.00045176897373192665,-0.01990783819007427,-0.01010143681778135,-0.023187056509954333
26.990000000000002,-0.0011229558313834223,0.011423913892816478,-0.0008263067383935813,-0.019919067748388104,-0.009987197678853185,-0.02319531957733827
27.0,0.030026604209737497,0.0019703993184965914,-0.001169847339786513,-0.01961880170629073,-0.00996749368566822,-0.023207018050736133
27.01,0.04542657840274403,-0.007434906352775505,-0.001483084677137543,-0.01916453592226329,-0.010041842749195975,-0.02322184889750751
27.02,-0.007486482874663268,0.015191564298984534,-0.004192012631217615,-0.01923940075100992,-0.009889927106206129,-0.023263769023819686
27.03,0.02362800400090259,0.005033656769895065,-0.004380740962454402,-0.019003120711000895,-0.009839590538507179,-0.02330757643344423
27.04,0.04877233377636931,-0.005055236546338618,-0.0045429469446157875,-0.0185153973732372,-0.009890142903970564,-0.023353005902890387
27.05,-0.0016362372003607753,0.014888520399462007,-0.007770865409497715,-0.01853175974524081,-0.009741257699975945,-0.023430714556985366
27.060000000000002,0.02849568357071809,0.004133428774400445,-0.007799884698101216,-0.01824680290953363,-0.00969992341223194,-0.023508713403966378
27.07,0.040904967869968625,-0.006531673421418353,-0.0078062955925114474,-0.017837753230833944,-0.009765240146446124,-0.023586776359891492
27.080000000000002,0.013704831274056854,-0.017105491677536132,-0.0077905947701481515,-0.017700704918093377,-0.009936295063221485,-0.023664682307592975
27.09,-0.0025364830643168426,0.01807767114494284,-0.01213029507899644,-0.017726069748736546,-0.009755518351772057,-0.02378598525838294
27.1,0.026912089507926645,0.006435018601273098,-0.011956578507284224,-0.01745694885365728,-0.009691168165759326,-0.02390555104345578
27.11,0.03909315536270401,-0.00508302725126928,-0.011765246774375224,-0.01706601730003024,-0.00974199843827202,-0.024023203511199534
27.12,-0.03352241964867388,0.02104364390613841,-0.014228159856054814,-0.017401241496516978,-0.009531561999210635,-0.024165485109760083
27.13,-0.0022443498510953466,0.018979141591897994,-0.013932391039851277,-0.01742368499502793,-0.009341770583291656,-0.024304809020158597
27.14,0.026477506733482585,0.00651619633120382,-0.013621993592115356,-0.017158909927693103,-0.009276608619979617,-0.02444102895607975
27.150000000000002,-0.0029079925086887906,0.019076582591986205,-0.015970375886533952,-0.01718798985277999,-0.009085842794059754,-0.02460073271494509
27.16,0.025468679137376743,0.006216614243461507,-0.015562231332766949,-0.01693330306140622,-0.009023676651625139,-0.02475635502827276
27.17,0.038913468938252746,-0.006459845324789836,-0.015142189147907173,-0.016544168372023695,-0.009088275104873037,-0.024907776919751833
27.18,0.013815087481411345,-0.018948390583288854,-0.014710490046987892,-0.01640601749720958,-0.009277759010705926,-0.02505488182022171
27.19,-0.005601413357473571,0.020371060846016382,-0.01635983877836948,-0.016462031630784316,-0.009074048402245762,-0.025218480208005406
27.2,0.022119345928564883,0.006697947684466639,-0.015851163879744307,-0.016240838171498666,-0.009007068925401096,-0.025376991846802848
27.21,0.039329422849928776,-0.006745687039433446,-0.015332972608481238,-0.01584754394299938,-0.009074525795795431,-0.02553032157288766
27.22,-0.013543225987229485,0.02330959039122262,-0.015530997688694537,-0.015982976202871674,-0.008841429891883206,-0.025685631549774605
27.23,0.014182940887674939,0.008791883937538466,-0.01497528334684492,-0.015841146793994926,-0.008753511052507821,-0.025835384383243055
27.240000000000002,0.03924149962467554,-0.005273319545136341,-0.01441112515599495,-0.01544873179774817,-0.008806244247959184,-0.025979495634803004
27.25,-0.009893620095645407,0.019652165818516247,-0.015329884526528406,-0.015547667998704624,-0.008609722589774021,-0.026132794480068288
27.26,0.016854007821924116,0.0048592780369251486,-0.014710945320795352,-0.015379127920485382,-0.00856112980940477,-0.02627990393327624
27.27,0.04097022174084407,-0.009627723933158167,-0.01408506943300876,-0.014969425703076942,-0.00865740704873635,-0.02642075462760633
27.28,-0.039967389328813614,0.012752582621742265,-0.012476194748877234,-0.015369099596365078,-0.008529881222518928,-0.0265455165750951
27.29,-0.011333456189379719,0.018609109001139292,-0.0118615912139126,-0.015482434158258875,-0.008343790132507535,-0.02666413248723423
27.3,0.014733519041481895,0.0031123163109627906,-0.011239835872714168,-0.015335098967844055,-0.008312666969397907,-0.02677653084596137
27.310000000000002,0.03810330140900638,-0.012024162330285259,-0.010611082015186832,-0.014954065953753991,-0.00843290859270076,-0.02688264166611324
27.32,-0.01911550442383475,0.02083969322034476,-0.008942119120207356,-0.015145220997992339,-0.008224511660497312,-0.026972062857315314
27.330000000000002,0.006967691681258853,0.004647613572023378,-0.008326134996273896,-0.01507554408117975,-0.008178035524777078,-0.027055324207278054
27.34,0.030378829333655922,-0.011062052372707295,-0.0077029376997794635,-0.014771755787843191,-0.00828865604850415,-0.027132353584275848
27.35,-0.01656379104532108,0.016892270367427475,-0.009069489648898796,-0.014937393698296402,-0.008119733344829875,-0.027223048480764837
27.36,0.00859088174509244,0.00039875101949162634,-0.008381248792662138,-0.014851484880845478,-0.008115745834634959,-0.02730686096869146
27.37,0.031045152750014782,-0.015642568630026197,-0.007687607842140565,-0.01454103335334533,-0.00827217152093522,-0.027383737047112864
27.38,-0.04689573911548967,0.01332887329728644,-0.012771487680704588,-0.015009990744500228,-0.008138882787962355,-0.02751145192391991
27.39,-0.019781259321898864,0.014201447084997862,-0.01191965919914996,-0.015207803337719216,-0.007996868317112377,-0.027630648515911408
27.400000000000002,0.004818658343219033,-0.002843338017463639,-0.011066593984054351,-0.015159616754287026,-0.008025301697287013,-0.027741314455751953
27.41,0.02674864271694915,-0.0193643860325486,-0.010212317662112558,-0.014892130327117534,-0.0082189455576125,-0.02784343763237308
27.42,-0.027963309739007527,0.015557909125787599,-0.013151770062631588,-0.01517176342450761,-0.008063366466354624,-0.027974955332999395
27.43,-0.003285311683954545,-0.002015142446468901,-0.012198169008828474,-0.015204616541347155,-0.008083517890819313,-0.02809693702308768
27.44,0.018792362813461104,-0.019008462129575982,-0.011245925137076965,-0.015016692913212544,-0.008273602512115072,-0.02820939627445845
27.45,-0.024002312374548362,0.010793242426687933,-0.015727468420313792,-0.015256716036958027,-0.008165670087848192,-0.028366670958661588
27.46,-0.0002512950618184448,-0.007028083778983084,-0.014638867019559729,-0.015259228987576211,-0.008235950925638023,-0.028513059628857185
27.47,0.020889523574616566,-0.02420059451868579,-0.013555104550974112,-0.015050333751830045,-0.008477956870824881,-0.028648610674366925
27.48,-0.05063733468375333,0.018590169356533914,-0.01941759488604068,-0.015556707098667579,-0.008292055177259542,-0.028842786623227333
27.490000000000002,-0.025090290033145654,0.008345274664777472,-0.01816553814595495,-0.015807609998999037,-0.008208602430611767,-0.029024442004686884
27.5,-0.0019587817582326222,-0.00994204145410637,-0.016922554285591113,-0.015827197816581363,-0.008308022845152831,-0.029193667547542795
27.51,0.018612256587309518,-0.02748011251980548,-0.01568841954977583,-0.015641075250708267,-0.008582823970350886,-0.029350551743040555
27.52,-0.05041056740043614,0.020654227799391592,-0.017567291377171265,-0.016145180924712628,-0.00837628169235697,-0.029526224656812268
27.53,-0.02555768902045015,0.006250709507783402,-0.0162707036020919,-0.01640075781491713,-0.008313774597279135,-0.02968893169283319
27.54,-0.0030706526707409837,-0.01247064878637218,-0.014984366996477871,-0.016431464341624537,-0.008438481085142857,-0.029838775362797967
27.55,-0.05336269197883734,0.017498227438208228,-0.01602658340665647,-0.01696509126141291,-0.008263498810760776,-0.029999041196864532
27.560000000000002,-0.028671630775232652,0.008208686720658947,-0.014700583772443682,-0.017251807569165237,-0.008181411943554186,-0.03014604703458897
27.57,-0.006283524706420039,-0.011000633996915647,-0.013385647329703113,-0.017314642816229436,-0.008291418283523342,-0.030279903507886
27.580000000000002,0.013686096084416587,-0.02925177953012791,-0.012081521330618253,-0.01717778185538527,-0.00858393607882462,-0.030400718721192183
27.59,-0.024402240602461524,0.004193375324735602,-0.013329373043492507,-0.017421804261409886,-0.008542002325577265,-0.030534012451627107
27.6,-0.002950738186655498,-0.015128562545957326,-0.011980927462098098,-0.01745131164327644,-0.008693287951036839,-0.030653821726248087
27.61,0.01609129318228418,-0.033458281808297276,-0.01064424840358967,-0.0172903987114536,-0.009027870769119812,-0.030760264210283984
27.62,-0.029027699908543196,0.00813785003625549,-0.009450551682454233,-0.01758067571053903,-0.008946492268757256,-0.030854769727108527
27.63,-0.007663102287572304,-0.011707199296698986,-0.008132890995560402,-0.017657306733414754,-0.009063564261724246,-0.03093609863706413
27.64,0.011378252880872387,-0.03051007849061363,-0.006826322296022189,-0.01754352420460603,-0.009368665046630382,-0.03100436186002435
27.650000000000002,-0.023731966014860446,0.0039935390036988615,-0.00943496471039508,-0.017780843864754637,-0.009328729656593393,-0.031098711507128302
27.66,-0.003335092599415841,-0.01587492186402738,-0.008049832021692446,-0.017814194790748795,-0.009487478875233667,-0.031179209827345226
27.67,0.014755545701346295,-0.035023923624012895,-0.006677682163994281,-0.017666639333735332,-0.009837718111473796,-0.031245986648985168
27.68,-0.04287141637084256,0.02506585593425475,-0.005923026355210956,-0.018095353497443758,-0.009587059552131249,-0.03130521691253728
27.69,-0.021134681764137075,0.0035108648436591797,-0.004560173674574411,-0.01830670031508513,-0.009551950903694657,-0.031350818649283026
27.7,-0.001523881269315977,-0.016637551225272322,-0.003209914955759244,-0.01832193912777829,-0.00971832641594738,-0.031382917798840615
27.71,0.015854577348408165,-0.03647055672174855,-0.0018720040236976238,-0.01816339335429421,-0.010083031983164865,-0.03140163783907759
27.72,-0.024308815686953325,0.007411192104402199,-0.0002521147135610552,-0.018406481511163742,-0.010008920062120842,-0.031404158986213196
27.73,-0.004887867579750994,-0.013240621946468707,0.0010545736890563984,-0.018455360186961253,-0.01014132628158553,-0.03139361324932263
27.740000000000002,0.01238741622336055,-0.03350269819928882,0.0023497881680601823,-0.018331486024727648,-0.010476353263578419,-0.03137011536764203
27.75,-0.01871659902974187,0.004712440498915595,0.00404585399862821,-0.018518652015025068,-0.010429228858589263,-0.03132965682765575
27.76,-0.0003418583019869914,-0.015986587497577222,0.005308732580461439,-0.018522070598044938,-0.010589094733565035,-0.031276569501851134
27.77,0.015906994600148515,-0.036890300621449656,0.0065609876279961316,-0.01836300065204345,-0.010957997739779532,-0.03121095962557117
27.78,-0.032071905107552645,0.028730956514115884,0.006691545567830526,-0.018683719703118978,-0.010670688174638373,-0.031144044169892866
27.79,-0.012859326639393522,0.006002903877485855,0.007952325557262122,-0.018812312969512912,-0.010610659135863515,-0.031064520914320246
27.8,0.004382826818223509,-0.015148990567519689,0.009202249489021555,-0.018768484701330676,-0.010762149041538712,-0.03097249841943003
27.810000000000002,0.019552547877278833,-0.03672634100748011,0.010441479364772285,-0.01857295922255789,-0.011129412451613514,-0.030868083625782305
27.82,-0.013024397925489234,0.0119470446267653,0.009154913616992819,-0.01870320320181278,-0.011009942005345861,-0.030776534489612376
27.830000000000002,0.0037564329271347757,-0.00968791931168183,0.01043874073167396,-0.018665638872541433,-0.01110682119846268,-0.030672147082295636
27.84,0.018540893479603675,-0.031678974111796536,0.011710698652729584,-0.018480229937745396,-0.011423610939580645,-0.03055504009576834
27.85,-0.02507162130620358,0.024190102482665253,0.006076285995880365,-0.01873094615080743,-0.011181709914753993,-0.030494277235809535
27.86,-0.007560780872600231,0.013874613837745367,0.007503544016763258,-0.018806553959533432,-0.011042963776376539,-0.030419241795641903
27.87,0.008106028783804273,-0.008213383608462316,0.008914987674352046,-0.01872549367169539,-0.011125097612461162,-0.03033009191889838
27.88,0.021838305508254156,-0.030839193705912135,0.010310887383673056,-0.018507110616612848,-0.011433489549520283,-0.03022698304506165
27.89,-0.0013016964791336127,0.012036943827786539,0.003944867583248371,-0.018520127581404183,-0.011313120111242417,-0.030187534369229167
27.900000000000002,0.013228287738115005,-0.010429951790119282,0.005510860746356386,-0.01838784470402303,-0.01141741962914361,-0.030132425761765603
27.91,0.02583268442787704,-0.03363716175712898,0.007057043860927689,-0.01812951785974426,-0.0117537912467149,-0.030061855323156327
27.92,-0.0026503070040882967,0.01851280221912574,0.000942616581191838,-0.018156020929785143,-0.011568663224523643,-0.030052429157344407
27.93,0.011440887981788758,-0.004316046469946922,0.0026487541243745555,-0.018041612049967255,-0.011611823689223111,-0.03002594161610066
27.94,0.023693574860207615,-0.027877810410741104,0.00433117216135466,-0.017804676301365178,-0.011890601793330522,-0.029982629894487113
27.95,-0.014867767981611144,0.019166439690484587,-0.005795186434505731,-0.01795335398118129,-0.011698937396425677,-0.03004058175883217
27.96,-0.0001226525704758133,0.020686156403841822,-0.0038522232612041712,-0.017954580506886048,-0.011492075832387259,-0.030079103991444214
27.97,0.012948583351000277,-0.00260940894697239,-0.0019393381587192587,-0.017825094673376046,-0.011518169921856983,-0.030098497373031406
27.98,-0.009194780516708086,0.021401666305551716,-0.00828084626751624,-0.017917042478543126,-0.011304153258801465,-0.03018130583570657
27.990000000000002,0.004458201187672796,0.01653788423997342,-0.006211337197078559,-0.0178724604666664,-0.011138774416401731,-0.030243419207677355
28.0,0.01647565146367133,-0.0072243356805957,-0.004175481888594276,-0.017707703952029686,-0.011211017773207689,-0.030285174026563298
28.01,0.02673145582737028,-0.03183626577051487,-0.002172564778243874,-0.017440389393755983,-0.011529380430912837,-0.030306899674345737
28.02,0.0015650949372333495,0.02368255910496157,-0.0067466839419975805,-0.01742473844438365,-0.011292554839863222,-0.030374366513765714
28.03,0.013182902884209771,-0.0002825352724179636,-0.004634661602806886,-0.01729290941554155,-0.011295380192587402,-0.030420713129793782
28.04,0.02313875033362951,-0.025186813487795414,-0.002557871672978246,-0.017061521912205255,-0.011547248327465356,-0.030446291846523563
28.05,0.0036438750349114812,0.02126488536560925,-0.008326295541443499,-0.01702508316185614,-0.011334599473809263,-0.030529554801938
28.060000000000002,0.01430401389974709,-0.0032561466601572255,-0.006111466311629163,-0.01688204302285867,-0.011367160940410835,-0.03059066946505429
28.07,0.023312148267021337,-0.02866818573404478,-0.003934849180757788,-0.016648921540188457,-0.011653842797751283,-0.03063001795686187
28.080000000000002,0.031268001354384484,-0.05470065603318229,-0.0017956287685457623,-0.01633624152664461,-0.012200849358083106,-0.03064797424454733
28.09,0.0011877021387186049,0.026021331059281273,-0.010395226794731427,-0.016324364505257424,-0.011940636047490294,-0.030751926512494643
28.1,0.01101651086236697,0.0010111177551155384,-0.008045266759161632,-0.016214199396633752,-0.011930524869939138,-0.03083237918008626
28.11,0.019274040772293798,-0.024928450089398584,-0.0057374655468503954,-0.016021458988910813,-0.012179809370833124,-0.030889753835554763
28.12,-0.0031142043614651935,0.03208397023095841,-0.010980323178348392,-0.016052601032525465,-0.01185896966852354,-0.030999557067338247
28.13,0.006361080185400429,0.006786963700716492,-0.008553381158465698,-0.01598899023067146,-0.011791100031516375,-0.031085090878922902
28.14,0.014376489850890236,-0.01931303683918803,-0.006170918796410463,-0.015845225332162555,-0.011984230399908256,-0.03114680006688701
28.150000000000002,-0.001380496965996715,0.027791418436656824,-0.011324441111610906,-0.01585903030182252,-0.011706316215541688,-0.03126004447800312
28.16,0.007153707326079652,0.0021954482718361465,-0.008827317929445758,-0.015787493228561725,-0.011684361732823327,-0.03134831765729758
28.17,0.014236752481259572,-0.024378078310567868,-0.006376832889186598,-0.015645125703749128,-0.011928142515929005,-0.03141208598618944
28.18,-0.007635265136309945,0.012227235308406081,-0.01452914959570259,-0.01572147835511223,-0.011805870162844944,-0.031557377482146466
28.19,0.0010363176670967617,0.027052581433958774,-0.011883113532351858,-0.01571111517844126,-0.011535344348505356,-0.03167620861746998
28.2,0.00844404307241707,0.0009793083750185283,-0.009287786564224979,-0.01562667474771709,-0.011525551264755171,-0.03176908648311223
28.21,0.014424373951036844,-0.026063977159986724,-0.006742047730205203,-0.015482431008206721,-0.011786191036355038,-0.03183650696041428
28.22,0.0005394218696886319,0.03154668178550811,-0.012970948340889465,-0.015477036789509836,-0.011470724218499958,-0.03196621644382318
28.23,0.007366459810006519,0.0055827082512074876,-0.010285877184175798,-0.01540337219140977,-0.011414897135987883,-0.03206907521566493
28.240000000000002,0.01285810526228455,-0.021624545948210845,-0.007653042024929266,-0.015274791138786924,-0.011631142595469992,-0.032145605635914225
28.25,0.0026850669544634595,0.027031380676270426,-0.016144263632513048,-0.015247940469242289,-0.011360828788707287,-0.032307048272239354
28.26,0.008537062612581615,0.0003371807595659755,-0.013318291811685562,-0.015162569843116473,-0.011357456981111628,-0.03244023119035621
28.27,0.013158242481988429,-0.027339158439303523,-0.010548556821304775,-0.01503098741829659,-0.011630848565504663,-0.03254571675856926
28.28,-0.002496989513327018,0.009662451982868525,-0.022010990213139972,-0.01505595731342986,-0.011534224045675978,-0.03276582666070066
